customer_id,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,CLV,avg_review_sentiment,min_review_sentiment,max_review_sentiment,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_Fiber optic,InternetService_No,AvgMonthlySpend,TotalAddons,TenureGroup_13-24m,TenureGroup_25-48m,TenureGroup_49-60m,TenureGroup_61-72m,HasFiberOptic,IsAutoPay,IsSenior,MultipleLines_Yes,Contract_Two year.1,PaymentMethod_E-Check,PaymentMethod_Mail Check,InternetService_No Internet,Predicted_CLV,CLVSegment,SentimentScore,Sentiment_Negative,Sentiment_Neutral,Sentiment_Positive
CUST1772,1,1,1,0,72,1,0,0,0,0,0,0,1,25.0,1802.55,0,1800.0,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,False,False,True,25.035416666666663,0,False,False,False,True,0,0,1,True,True,False,False,True,1801.944,High,0.0,False,True,False
CUST1773,0,0,0,0,28,1,0,0,0,1,0,0,1,54.9,1505.15,0,1537.2,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,False,False,53.75535714285714,1,False,True,False,False,0,1,0,True,False,False,False,False,1520.1831,High,0.0,False,True,False
CUST1774,1,0,1,1,72,1,0,0,0,0,0,0,0,24.75,1859.1,0,1782.0,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,True,25.820833333333333,0,False,False,False,True,0,1,0,True,True,False,False,True,1783.8424,High,0.0,False,True,False
CUST1775,0,0,0,0,2,1,1,1,0,0,1,0,1,91.15,168.5,0,182.3,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,84.25,3,False,False,False,False,1,0,0,False,False,True,False,False,183.55887,Low,0.0,False,True,False
CUST1776,0,0,0,1,18,1,0,0,0,0,0,0,0,20.15,390.85,1,362.7,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,False,False,True,21.71388888888889,0,True,False,False,False,0,0,0,False,False,False,False,True,370.01514,Low,0.0,False,True,False
CUST1777,1,1,1,0,60,1,0,1,1,0,1,1,1,104.35,6339.45,0,6261.0,0.032969583911668,-0.5999999999999999,0.8,True,False,False,True,False,True,False,105.6575,4,False,False,True,False,1,0,1,True,False,True,False,False,6233.4326,High,0.0,False,True,False
CUST1778,0,1,0,0,26,1,0,0,0,1,0,1,1,66.05,1652.4,0,1717.3,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,63.55384615384616,2,False,True,False,False,0,0,1,True,False,True,False,False,1714.5538,High,0.0,False,True,False
CUST1779,1,0,0,1,1,1,0,0,0,0,0,0,1,71.65,71.65,1,71.65,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,71.65,0,False,False,False,False,1,0,0,False,False,True,False,False,65.67972,Low,0.0,False,True,False
CUST1780,0,0,0,0,4,1,0,0,0,0,0,0,0,20.35,77.5,1,81.4,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,False,True,19.375,0,False,False,False,False,0,0,0,False,False,False,True,True,77.74395,Low,0.0,False,True,False
CUST1781,1,0,1,1,68,1,1,1,1,1,1,1,1,92.2,6392.85,0,6269.6,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,False,94.0125,6,False,False,False,True,0,1,0,True,True,False,False,False,6230.7915,High,0.0,False,True,False
CUST1782,0,0,0,0,38,1,0,1,1,1,0,0,1,84.25,3264.5,1,3201.5,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,True,False,85.90789473684211,3,False,True,False,False,1,1,0,False,False,False,False,False,3237.699,High,0.0,False,True,False
CUST1783,0,1,1,0,42,1,1,0,1,0,1,1,1,105.2,4599.15,0,4418.400000000001,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,False,True,False,109.50357142857142,4,False,True,False,False,1,0,1,True,False,False,False,False,4439.461,High,0.0,False,True,False
CUST1784,0,0,1,0,57,1,0,0,0,0,0,0,1,19.6,1134.25,0,1117.2,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,False,False,True,19.899122807017545,0,False,False,True,False,0,0,0,False,True,False,False,True,1131.4948,High,0.0,False,True,False
CUST1785,1,0,1,0,54,0,0,1,0,0,0,0,0,30.4,1621.35,0,1641.6,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,30.025,1,False,False,True,False,0,0,0,False,False,True,False,False,1629.3894,High,0.0,False,True,False
CUST1786,0,0,0,0,12,1,0,0,0,0,0,1,0,78.1,947.3,1,937.2,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,True,False,78.94166666666666,1,False,False,False,False,1,0,0,False,False,False,False,False,948.7128,Medium,0.0,False,True,False
CUST1787,0,0,1,0,44,1,1,1,1,0,0,0,1,61.5,2722.2,0,2706.0,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,True,False,False,61.86818181818182,3,False,True,False,False,0,0,0,False,False,False,True,False,2698.269,High,0.0,False,True,False
CUST1788,1,0,1,1,42,1,1,1,0,0,1,0,1,69.4,3058.3,0,2914.8,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,False,False,72.81666666666668,3,False,True,False,False,0,0,0,True,False,False,False,False,2935.9546,High,0.0,False,True,False
CUST1789,1,0,1,1,72,1,0,0,0,0,0,0,0,24.75,1769.6,0,1782.0,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,False,False,True,24.577777777777776,0,False,False,False,True,0,0,0,True,True,False,False,True,1788.3069,High,0.0,False,True,False
CUST1790,0,0,1,1,71,1,1,1,1,1,1,1,0,91.05,6293.75,0,6464.55,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,True,False,False,88.6443661971831,6,False,False,False,True,0,0,0,True,True,False,True,False,6433.9053,High,0.0,False,True,False
CUST1791,0,0,1,0,19,1,0,0,1,0,0,1,0,89.65,1761.05,1,1703.35,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,True,False,92.68684210526315,2,True,False,False,False,1,0,0,True,False,False,True,False,1700.5343,High,0.0,False,True,False
CUST1792,0,0,1,0,23,1,0,0,0,1,1,1,1,73.65,1642.75,0,1693.95,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,False,False,71.42391304347827,3,True,False,False,False,0,1,0,True,False,False,False,False,1709.1647,High,0.0,False,True,False
CUST1793,0,0,0,0,30,1,0,0,0,0,0,0,0,19.4,578.5,0,582.0,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,True,19.28333333333333,0,False,True,False,False,0,1,0,False,True,False,False,True,579.8704,Medium,0.0,False,True,False
CUST1794,1,0,0,0,35,1,0,0,0,0,0,0,0,26.2,954.9,0,917.0,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,False,False,True,27.282857142857143,0,False,True,False,False,0,0,0,True,False,False,False,True,928.38153,Medium,0.0,False,True,False
CUST1795,0,0,0,0,10,1,1,0,0,0,1,1,1,98.7,973.25,1,987.0,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,97.325,3,False,False,False,False,1,0,0,True,False,True,False,False,1013.1786,High,0.0,False,True,False
CUST1796,1,0,0,0,1,1,0,0,0,0,0,0,1,43.85,43.85,0,43.85,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,False,False,43.85,0,False,False,False,False,0,0,0,False,False,False,False,False,44.223877,Low,0.0,False,True,False
CUST1797,1,0,0,0,22,1,0,0,0,0,0,0,1,69.7,1490.4,0,1533.4,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,True,False,67.74545454545455,0,True,False,False,False,1,0,0,False,False,False,True,False,1521.2548,High,0.0,False,True,False
CUST1798,1,0,1,1,7,0,1,1,1,0,0,0,0,38.55,280.0,0,269.85,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,True,False,False,40.0,3,False,False,False,False,0,0,0,False,True,False,True,False,274.2576,Low,0.0,False,True,False
CUST1799,0,0,0,0,36,0,1,1,1,1,0,1,1,53.1,1901.25,0,1911.6,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,True,False,False,52.8125,5,False,True,False,False,0,0,0,False,True,False,True,False,1901.6504,High,0.0,False,True,False
CUST1800,0,0,1,1,34,1,0,0,0,0,0,0,0,20.65,716.4,0,702.0999999999999,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,False,True,21.07058823529412,0,False,True,False,False,0,0,0,False,False,False,True,True,677.4471,Medium,0.0,False,True,False
CUST1801,1,0,1,1,72,1,1,1,1,0,0,0,0,64.45,4720.0,0,4640.400000000001,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,False,65.55555555555556,3,False,False,False,True,0,1,0,True,True,False,False,False,4631.6265,High,0.0,False,True,False
CUST1802,1,0,1,1,36,1,0,0,0,0,0,0,0,25.1,930.95,0,903.6,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,True,25.859722222222224,0,False,True,False,False,0,1,0,True,True,False,False,True,911.1422,Medium,0.0,False,True,False
CUST1803,0,0,0,0,1,1,0,0,1,0,0,0,0,76.35,76.35,1,76.35,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,76.35,1,False,False,False,False,1,0,0,False,False,True,False,False,77.40474,Low,0.0,False,True,False
CUST1804,0,0,0,0,23,1,0,1,0,0,0,0,1,79.15,1676.95,1,1820.45,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,72.9108695652174,1,True,False,False,False,1,0,0,True,False,True,False,False,1821.6256,High,0.0,False,True,False
CUST1805,1,1,1,0,32,1,0,0,0,0,0,1,1,85.0,2642.05,1,2720.0,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,82.5640625,1,False,True,False,False,1,0,1,True,False,True,False,False,2713.8408,High,0.0,False,True,False
CUST1806,0,0,1,1,71,1,1,1,1,1,0,0,1,95.15,6770.85,0,6755.650000000001,0.032969583911668,-0.5999999999999999,0.8,True,False,True,False,False,True,False,95.36408450704226,4,False,False,False,True,1,1,0,True,False,False,False,False,6776.6704,High,0.0,False,True,False
CUST1807,0,1,0,0,23,1,0,0,1,0,0,0,1,79.35,1835.3,0,1825.05,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,True,False,79.79565217391304,1,True,False,False,False,1,0,1,True,False,False,True,False,1820.186,High,0.0,False,True,False
CUST1808,1,0,1,0,17,1,0,0,1,0,1,1,1,96.65,1588.25,0,1643.0500000000002,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,False,True,False,93.42647058823528,3,True,False,False,False,1,0,0,False,False,False,False,False,1637.1327,High,0.0,False,True,False
CUST1809,1,0,0,0,1,1,0,0,1,1,1,1,1,75.5,75.5,0,75.5,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,75.5,4,False,False,False,False,0,0,0,False,False,True,False,False,72.582466,Low,0.0,False,True,False
CUST1810,1,0,1,1,12,1,0,0,0,0,0,0,0,19.7,258.35,0,236.4,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,True,False,True,21.52916666666667,0,False,False,False,False,0,0,0,False,True,False,True,True,237.0981,Low,0.0,False,True,False
CUST1811,0,0,1,0,72,1,0,0,0,0,0,0,0,20.5,1502.25,0,1476.0,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,True,20.86458333333333,0,False,False,False,True,0,1,0,False,True,False,False,True,1473.0378,High,0.0,False,True,False
CUST1812,1,0,0,0,1,1,0,0,0,0,0,0,0,19.2,19.2,0,19.2,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,False,True,19.2,0,False,False,False,False,0,0,0,False,False,False,True,True,18.964478,Low,0.0,False,True,False
CUST1813,1,1,1,0,72,1,0,1,0,0,1,1,0,98.35,6929.4,0,7081.2,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,False,True,False,96.24166666666666,3,False,False,False,True,1,0,1,True,True,False,False,False,7098.797,High,0.0,False,True,False
CUST1814,1,0,1,1,60,1,0,0,0,0,0,0,0,74.35,4453.3,0,4461.0,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,True,False,74.22166666666666,0,False,False,True,False,1,0,0,True,False,False,False,False,4456.4814,High,0.0,False,True,False
CUST1815,0,0,1,1,61,0,0,1,1,1,1,0,0,51.35,3244.4,0,3132.35,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,False,53.18688524590164,4,False,False,False,True,0,1,0,False,True,False,False,False,3200.4336,High,0.0,False,True,False
CUST1816,0,0,1,0,6,1,0,0,0,0,0,0,0,45.65,323.45,0,273.9,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,False,False,53.90833333333333,0,False,False,False,False,0,0,0,False,False,False,True,False,285.73785,Low,0.0,False,True,False
CUST1817,1,1,1,0,32,1,0,0,0,0,0,1,0,85.3,2661.1,1,2729.6,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,83.159375,1,False,True,False,False,1,0,1,True,False,True,False,False,2741.4126,High,0.0,False,True,False
CUST1818,0,0,0,1,31,1,0,0,0,0,1,0,1,86.55,2697.4,1,2683.05,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,True,False,87.01290322580645,1,False,True,False,False,1,1,0,True,False,False,False,False,2653.3447,High,0.0,False,True,False
CUST1819,1,0,0,0,19,1,0,1,0,0,0,0,1,73.85,1424.5,1,1403.15,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,True,False,74.97368421052632,1,True,False,False,False,1,1,0,False,False,False,False,False,1377.3005,High,0.0,False,True,False
CUST1820,1,0,1,1,72,1,0,0,0,0,0,0,0,20.3,1401.15,0,1461.6,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,False,False,True,19.460416666666667,0,False,False,False,True,0,0,0,False,True,False,False,True,1463.1497,High,0.0,False,True,False
CUST1821,0,0,0,0,32,1,0,1,0,0,0,0,1,54.2,1739.6,0,1734.4,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,54.3625,1,False,True,False,False,0,0,0,True,False,True,False,False,1711.7823,High,0.0,False,True,False
CUST1822,1,0,1,0,65,1,0,1,0,0,0,1,1,90.65,5931.0,0,5892.25,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,91.24615384615385,2,False,False,False,True,1,0,0,True,False,True,False,False,5911.678,High,0.0,False,True,False
CUST1823,0,0,1,1,45,0,1,0,0,0,1,1,1,50.9,2333.85,0,2290.5,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,False,False,51.86333333333333,3,False,True,False,False,0,0,0,False,False,False,False,False,2304.806,High,0.0,False,True,False
CUST1824,1,0,0,0,42,1,0,0,0,0,0,0,0,25.05,949.85,0,1052.1,0.032969583911668,-0.5999999999999999,0.8,True,False,False,True,False,False,True,22.61547619047619,0,False,True,False,False,0,0,0,True,False,True,False,True,1030.9478,High,0.0,False,True,False
CUST1825,1,0,0,0,8,1,0,0,0,0,0,0,1,74.85,572.45,0,598.8,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,71.55625,0,False,False,False,False,1,0,0,True,False,True,False,False,611.8324,Medium,0.0,False,True,False
CUST1826,1,0,0,1,32,1,0,0,0,0,0,0,0,20.5,696.8,0,656.0,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,True,False,True,21.775,0,False,True,False,False,0,0,0,False,True,False,True,True,647.79156,Medium,0.0,False,True,False
CUST1827,0,1,1,0,22,1,1,1,0,1,0,0,1,63.55,1381.8,0,1398.1,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,False,False,62.809090909090905,3,True,False,False,False,0,0,1,True,False,False,True,False,1394.6904,High,0.0,False,True,False
CUST1828,1,1,1,0,57,0,0,0,0,0,1,1,1,44.85,2572.95,1,2556.4500000000003,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,45.13947368421052,2,False,False,True,False,0,0,1,False,False,True,False,False,2544.0564,High,0.0,False,True,False
CUST1829,1,0,0,0,1,1,1,0,0,0,0,0,0,47.95,47.95,0,47.95,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,47.95,1,False,False,False,False,0,0,0,False,False,True,False,False,50.15255,Low,0.0,False,True,False
CUST1830,1,1,0,0,1,1,0,0,0,0,0,0,0,45.1,45.1,1,45.1,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,45.1,0,False,False,False,False,0,0,1,False,False,True,False,False,47.452003,Low,0.0,False,True,False
CUST1831,0,0,1,0,1,1,0,0,0,0,0,0,1,45.0,45.0,0,45.0,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,45.0,0,False,False,False,False,0,0,0,False,False,True,False,False,47.492844,Low,0.0,False,True,False
CUST1832,1,0,0,0,24,1,0,0,0,1,1,1,1,96.0,2122.45,1,2304.0,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,88.43541666666665,3,True,False,False,False,1,0,0,False,False,True,False,False,2286.8013,High,0.0,False,True,False
CUST1833,1,0,0,0,1,1,0,0,0,0,0,0,0,20.05,20.05,1,20.05,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,False,True,20.05,0,False,False,False,False,0,0,0,False,False,False,False,True,20.681368,Low,0.0,False,True,False
CUST1834,1,1,0,0,54,1,0,1,0,0,0,1,1,90.05,4931.8,0,4862.7,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,91.32962962962964,2,False,False,True,False,1,0,1,True,False,True,False,False,4867.871,High,0.0,False,True,False
CUST1835,0,0,0,0,4,1,0,0,0,0,0,0,1,25.3,116.95,0,101.2,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,True,29.2375,0,False,False,False,False,0,1,0,True,True,False,False,True,93.994156,Low,0.0,False,True,False
CUST1836,1,0,1,1,65,1,1,0,1,1,1,1,0,108.65,6937.95,1,7062.25,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,False,True,False,106.7376923076923,5,False,False,False,True,1,0,0,True,True,False,False,False,7076.1826,High,0.0,False,True,False
CUST1837,0,0,1,0,56,1,0,0,0,0,0,0,0,24.3,1261.7,0,1360.8,0.032969583911668,-0.5999999999999999,0.8,True,False,False,True,False,False,True,22.530357142857145,0,False,False,True,False,0,0,0,True,False,True,False,True,1334.2794,High,0.0,False,True,False
CUST1838,1,0,0,0,45,1,1,0,1,0,1,1,1,75.95,3273.8,0,3417.75,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,72.75111111111111,4,False,True,False,False,0,0,0,False,False,True,False,False,3415.8484,High,0.0,False,True,False
CUST1839,0,0,1,1,71,1,0,0,0,0,0,0,0,19.7,1415.85,0,1398.7,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,True,19.94154929577465,0,False,False,False,True,0,1,0,False,True,False,False,True,1395.5631,High,0.0,False,True,False
CUST1840,1,0,1,0,59,1,1,1,1,0,1,0,0,66.4,3958.2,0,3917.6,0.032969583911668,-0.5999999999999999,0.8,True,False,True,False,False,False,False,67.08813559322033,4,False,False,True,False,0,1,0,False,False,False,False,False,3938.6367,High,0.0,False,True,False
CUST1841,1,0,0,0,69,0,0,1,1,0,0,0,1,35.75,2492.25,0,2466.75,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,False,False,False,36.119565217391305,2,False,False,False,True,0,0,0,False,False,False,False,False,2483.307,High,0.0,False,True,False
CUST1842,1,0,0,0,19,1,0,0,0,0,0,0,0,18.8,279.2,0,357.2,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,True,False,True,14.694736842105264,0,True,False,False,False,0,0,0,False,False,False,True,True,349.66043,Low,0.0,False,True,False
CUST1843,0,0,1,1,55,1,0,0,0,0,0,0,0,19.4,1083.0,0,1067.0,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,True,19.69090909090909,0,False,False,True,False,0,1,0,False,True,False,False,True,1073.6166,High,0.0,False,True,False
CUST1844,0,0,0,0,38,1,0,0,0,0,0,0,0,19.3,755.5,0,733.4,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,True,False,True,19.88157894736842,0,False,True,False,False,0,0,0,False,False,False,True,True,736.82654,Medium,0.0,False,True,False
CUST1845,1,0,0,0,10,1,0,0,0,0,0,0,1,45.55,402.6,1,455.5,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,40.260000000000005,0,False,False,False,False,0,0,0,False,False,True,False,False,437.55402,Low,0.0,False,True,False
CUST1846,0,1,1,0,47,1,1,1,1,0,0,0,1,67.45,3252.0,0,3170.15,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,False,False,69.19148936170212,3,False,True,False,False,0,1,1,True,False,False,False,False,3191.8982,High,0.0,False,True,False
CUST1847,0,0,1,0,2,0,0,0,0,0,0,1,1,35.1,68.75,1,70.2,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,34.375,1,False,False,False,False,0,0,0,False,False,True,False,False,77.514,Low,0.0,False,True,False
CUST1848,1,0,0,0,1,1,0,0,0,0,0,0,0,46.2,46.2,1,46.2,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,False,False,46.2,0,False,False,False,False,0,1,0,False,False,False,False,False,44.47254,Low,0.0,False,True,False
CUST1849,0,0,0,0,1,1,0,0,0,0,0,0,0,45.15,45.15,1,45.15,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,45.15,0,False,False,False,False,0,0,0,False,False,True,False,False,47.452003,Low,0.0,False,True,False
CUST1850,1,1,0,0,1,0,0,1,1,0,0,1,1,43.3,43.3,1,43.3,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,43.3,3,False,False,False,False,0,0,1,False,False,True,False,False,31.173025,Low,0.0,False,True,False
CUST1851,1,0,1,1,46,1,0,0,0,0,0,0,1,20.1,936.85,0,924.6,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,True,False,True,20.366304347826087,0,False,True,False,False,0,0,0,False,True,False,True,True,921.7537,Medium,0.0,False,True,False
CUST1852,0,1,0,0,38,1,1,1,0,0,0,0,1,57.15,2250.65,1,2171.7,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,False,False,59.227631578947374,2,False,True,False,False,0,1,1,False,False,False,False,False,2173.3267,High,0.0,False,True,False
CUST1853,0,0,1,0,65,1,1,0,1,1,0,0,0,58.9,3857.1,0,3828.5,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,False,59.34,3,False,False,False,True,0,1,0,False,True,False,False,False,3845.8108,High,0.0,False,True,False
CUST1854,0,0,1,0,19,1,1,0,0,0,0,0,1,73.2,1441.1,1,1390.8,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,75.84736842105262,1,True,False,False,False,1,0,0,False,False,True,False,False,1384.6979,High,0.0,False,True,False
CUST1855,1,0,0,0,52,1,0,1,0,0,0,1,1,85.35,4338.6,1,4438.2,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,83.4346153846154,2,False,False,True,False,1,0,0,False,False,True,False,False,4412.3623,High,0.0,False,True,False
CUST1856,1,0,1,1,71,1,0,0,0,0,0,0,0,19.45,1378.45,0,1380.95,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,True,False,True,19.414788732394367,0,False,False,False,True,0,0,0,False,True,False,True,True,1377.2933,High,0.0,False,True,False
CUST1857,0,0,0,0,1,1,0,0,0,0,0,0,0,45.95,45.95,1,45.95,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,False,False,45.95,0,False,False,False,False,0,0,0,False,False,False,True,False,48.420727,Low,0.0,False,True,False
CUST1858,0,1,0,0,52,0,0,1,1,1,1,0,1,50.5,2566.3,0,2626.0,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,49.35192307692308,4,False,False,True,False,0,0,1,False,False,True,False,False,2588.3237,High,0.0,False,True,False
CUST1859,1,0,1,0,6,1,0,0,0,0,0,0,0,25.1,171.0,0,150.60000000000002,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,True,False,True,28.5,0,False,False,False,False,0,0,0,True,False,False,True,True,147.74799,Low,0.0,False,True,False
CUST1860,0,1,1,0,26,1,0,0,1,0,0,1,0,60.7,1597.4,0,1578.2,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,True,False,False,61.43846153846154,2,False,True,False,False,0,0,1,False,False,False,True,False,1562.3962,High,0.0,False,True,False
CUST1861,1,1,0,0,48,1,0,1,0,0,1,1,1,99.0,4744.35,0,4752.0,0.032969583911668,-0.5999999999999999,0.8,True,False,False,True,False,True,False,98.840625,3,False,True,False,False,1,0,1,True,False,True,False,False,4720.1895,High,0.0,False,True,False
CUST1862,0,0,1,1,64,1,1,0,0,1,1,1,1,104.4,6721.6,0,6681.6,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,False,True,False,105.025,4,False,False,False,True,1,0,0,True,False,False,False,False,6663.6943,High,0.0,False,True,False
CUST1863,0,0,0,0,3,1,0,1,0,0,1,0,0,83.75,247.25,1,251.25,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,82.41666666666667,2,False,False,False,False,1,0,0,False,False,True,False,False,259.80032,Low,0.0,False,True,False
CUST1864,1,0,0,0,1,1,0,0,0,0,0,0,1,44.05,44.05,0,44.05,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,False,False,44.05,0,False,False,False,False,0,0,0,False,False,False,False,False,44.223877,Low,0.0,False,True,False
CUST1865,1,0,1,1,72,1,0,0,0,0,0,0,0,24.1,1734.65,0,1735.2,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,True,24.09236111111112,0,False,False,False,True,0,1,0,True,True,False,False,True,1730.9308,High,0.0,False,True,False
CUST1866,1,0,0,0,1,1,0,0,0,0,0,0,1,45.55,45.55,0,45.55,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,False,False,45.55,0,False,False,False,False,0,0,0,False,False,False,True,False,43.98385,Low,0.0,False,True,False
CUST1867,0,0,1,1,51,1,1,1,0,0,0,1,1,93.8,4539.35,0,4783.8,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,89.00686274509805,3,False,False,True,False,1,0,0,True,False,True,False,False,4769.437,High,0.0,False,True,False
CUST1868,0,0,1,1,41,1,0,0,0,0,0,0,0,19.7,804.25,0,807.6999999999999,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,False,False,True,19.615853658536587,0,False,True,False,False,0,0,0,False,True,False,False,True,809.1363,Medium,0.0,False,True,False
CUST1869,0,0,1,1,72,1,1,1,1,0,1,0,1,70.65,5011.15,0,5086.8,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,False,69.59930555555555,4,False,False,False,True,0,1,0,False,True,False,False,False,5075.5884,High,0.0,False,True,False
CUST1870,0,0,1,0,43,1,1,1,0,1,1,1,0,86.45,3574.5,0,3717.35,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,False,83.12790697674419,5,False,True,False,False,0,1,0,True,True,False,False,False,3725.889,High,0.0,False,True,False
CUST1871,1,0,1,0,72,1,1,1,1,1,1,1,1,114.1,8086.4,0,8215.199999999999,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,True,False,112.3111111111111,6,False,False,False,True,1,1,0,True,True,False,False,False,8190.461,High,0.0,False,True,False
CUST1872,1,0,1,0,47,1,0,0,0,0,1,1,1,95.2,4563.0,0,4474.400000000001,0.032969583911668,-0.5999999999999999,0.8,True,False,True,False,False,True,False,97.08510638297872,2,False,True,False,False,1,1,0,True,False,False,False,False,4472.4487,High,0.0,False,True,False
